,author_id,public_metrics,edit_history_tweet_ids,lang,created_at,text,id
47,65713724,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 32}",['1919267431270195227'],en,2025-05-05T05:46:28.000Z,"@grok @AskPerplexity @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @grok What about the revision of Auschwitz from 4 million to 1.1-1.5 milliom in 1989? 
That would put it at about 3 million",1919267431270195227
48,1427837162569945088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 4}",['1919266690006941727'],en,2025-05-05T05:43:31.000Z,deepseek &gt;&gt;&gt;&gt;&gt;&gt;&gt; chatgpt,1919266690006941727
49,1302756211457175552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 169}",['1919266545617805535'],en,2025-05-05T05:42:57.000Z,"Open source AI trained on your own data &gt;&gt;&gt;&gt; GPT and Claude

You are Losing millions of dollars and TIME

If you don't have a 70b parameter deepseek/qwen abliterated clone  of yourself running on a maxed out Macbook/Mac Studio with browser use/UI TARS",1919266545617805535
50,1893559689952251904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 41}",['1919265559423643911'],en,2025-05-05T05:39:02.000Z,"@SeunghyunSEO7 @Jianlin_S The idea behind it is similar to Deepseek: to adjust the selective expert's output rms (matching  for a consistent rms). In deepseek's paper, they mentioned the value is observed empirically, while in moonlight, we simulate it with the above func. (2/n)",1919265559423643911
51,1872782760085209092,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 17}",['1919265298852598127'],en,2025-05-05T05:38:00.000Z,"The #AIcommunity is a lifetime behind understanding how they are made and so unqualified to create #AI.

#DeepSeek was hardly about engineering they optimize by inspiration from the natural world's unique thermodynamic perfection. You did the engineering.

https://t.co/wN1CeNdrt8",1919265298852598127
52,2181732343,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 5}",['1919265231949234575'],en,2025-05-05T05:37:44.000Z,"👥 5 people 💻 1 broken computer 🌙 Countless sleepless nights
We started from scratch, relying only on code and faith.
Today, Deepseek is reshaping the future of AI 🚀🤖
We are still on the road, but no one can ignore us. https://t.co/tX0QeB2Tov",1919265231949234575
53,1692931873398304768,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1919264888720953382'],en,2025-05-05T05:36:22.000Z,via NYT🧵 New York Times https://t.co/TUGLzSNlPA Facts? @Grok,1919264888720953382
54,1648999932,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 84}",['1919264407177068732'],en,2025-05-05T05:34:27.000Z,@RealAZKicks @chiefingza For a commodity that is delivered pareto superior in open source = @deepseek_ai.,1919264407177068732
55,1889043996686929920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",['1919264349501186467'],en,2025-05-05T05:34:13.000Z,[What is AI (DeepSeek vs. OpenAI) #297803]{(13.2)(What did the AI ​​ask Google Play?) Is Lorex Technology really a bad company?} (Squirrelly? AI is correct or outdated?)#17047 https://t.co/bQaLDHedJR,1919264349501186467
56,301890669,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 24}",['1919264238738006246'],en,2025-05-05T05:33:47.000Z,"2/2 Xi emphasizes need for stronger AI regulations to ensure ""safe, reliable and controllable"" development. Chinese AI startup @deepseek_ai's recent breakthroughs challenge assumptions about US sanctions holding back China's AI sector",1919264238738006246
57,1397761183726243842,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 18}",['1919263682951016774'],en,2025-05-05T05:31:34.000Z,"@richgel999 Deepseek:

The 2004 Nimitz UAP encounter is one of the most well-documented and credible cases of unidentified aerial phenomena, involving multiple trained U.S. Navy personnel, advanced sensor systems, and corroborating eyewitness accounts. Below is a detailed breakdown of the",1919263682951016774
58,545071685,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 8}",['1919263496644034952'],en,2025-05-05T05:30:50.000Z,"@GlobalXInt China is not slowing down, and deepseek AI, amongst other AI models, is placing it toe to toe with the US.",1919263496644034952
59,1808888306022952965,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",['1919262615739453489'],en,2025-05-05T05:27:20.000Z,[What is AI (DeepSeek vs. OpenAI) #240676]{(13.1)(What did the AI ​​ask?) The biggest news in 2025 is that the owner bit his dog?} (Brainsick? AI is correct or outdated?)#17140 https://t.co/5Wm23mAY9l,1919262615739453489
60,2747973720,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}",['1919262364731408596'],en,2025-05-05T05:26:20.000Z,DeepSeek. Temu. TikTok. China Tech Is Starting to Pull Ahead. - America must discard the belief that it is beating China in the innovation race. Via @nytimes: https://t.co/uuPZ4vWIft,1919262364731408596
61,1615422397426896909,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",['1919261666640093277'],en,2025-05-05T05:23:34.000Z,@yacineMTB Haha. I agree with everything you’re saying while at the same time wondering if he said anything at all in that video besides that they ran the same security test on Anthropic models and on DeepSeek models,1919261666640093277
62,1397761183726243842,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 20}",['1919261275634471275'],en,2025-05-05T05:22:00.000Z,"@richgel999 Nothing to lose in testing it out or downloading a slice to train on your new PC brain.

If you know someone with Deepseek, ask them to ask it for you. Then compare the answers from all 3 AI models (gpt, grok deepseek) for the same question.

I have found Deepseek to be quite",1919261275634471275
63,1787642048880717824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",['1919261073712041988'],en,2025-05-05T05:21:12.000Z,"Thanks for sharing, @shedntcare_! 🤖✨ DeepSeek sounds like an amazing tool for automating tasks! If you're looking for more powerful AI solutions, check out Reput-Media. https://t.co/2YZoJgMU5G",1919261073712041988
64,1717566370970320896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",['1919261026706428177'],en,2025-05-05T05:21:01.000Z,[What is AI (DeepSeek vs. OpenAI) #615533]{(14.2)(What did the AI ​​ask about questions?) Who will call him to kiss his item? Have to clean it.} (Maniac? AI is correct or outdated?)#18230 https://t.co/Igh4j7kZQh,1919261026706428177
65,1315307674372911109,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 18}",['1919260870250467749'],en,2025-05-05T05:20:24.000Z,I've tested nearly 200+ DeepSeek prompts — these 7 are the ones I always come back to https://t.co/upKxgDtlid,1919260870250467749
66,965907870867861504,"{'retweet_count': 1, 'reply_count': 12, 'like_count': 30, 'quote_count': 0, 'bookmark_count': 4, 'impression_count': 2452}",['1919260712758649196'],en,2025-05-05T05:19:46.000Z,"""Quantum computing is 20 years away"". Also quantum computing: breaking LLM accuracy records today using superposition and entanglement. Latest @IonQ_Inc research, a quantum DeepSeek moment. https://t.co/FjVwvbYh2s",1919260712758649196
67,1882198073168080896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 17}",['1919260540355895752'],en,2025-05-05T05:19:05.000Z,"@grok @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @TruthArchiveAI @grok @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @TruthArchiveAI Totally agree! That quote twists the memo's meaning – it showed early uncertainty about the *available* evidence back in 1943, not that they knew it was a lie.

Especially since the",1919260540355895752
68,14878332,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",['1919260318821212290'],en,2025-05-05T05:18:12.000Z,@seconds_0 and oh my god... is that? IT'S DEEPSEEK WITH A CHAIR! PANDEMONIUM HERE AT LLMANIA,1919260318821212290
69,1720665183188922368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 87}",['1919260300068704624'],en,2025-05-05T05:18:08.000Z,"@AskPerplexity @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @TruthArchiveAI The 1943 British memo expressed early doubts about gas chamber evidence due to limited information at the time, not a claim it was a lie. Extensive evidence, including Nazi documents, survivor testimonies, and physical remains at Auschwitz, confirms gas chambers were used in the",1919260300068704624
70,1315307674372911109,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",['1919260176650993685'],en,2025-05-05T05:17:38.000Z,"DeepSeek being used to design new Chinese warplanes, leading engineer says
 https://t.co/TDRiFCvl27 via @scmpnews",1919260176650993685
71,509317873,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 21}",['1919259904335826944'],en,2025-05-05T05:16:33.000Z,@thinking_panda @CIA Nice use of AI. Did you use deepseek?,1919259904335826944
72,560727158,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",['1919259871444087118'],en,2025-05-05T05:16:26.000Z,"#ChatGPT #deepseek #llama4 

Invites for #manusai https://t.co/iK691YC658",1919259871444087118
73,1882198073168080896,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 17}",['1919259860438323207'],en,2025-05-05T05:16:23.000Z,"@JSeekingtruth @grok @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @TruthArchiveAI Hey there! That quote seems to twist the meaning of a 1943 British memo.

While an official did express early doubts about having enough solid evidence for a public statement *at that time*, it wasn't a claim that they knew it was a ""lie"".

The overwhelming evidence gathered",1919259860438323207
74,180748385,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 420}",['1919259511656788253'],en,2025-05-05T05:15:00.000Z,"#China’s tech growth, exemplified by firms like #DeepSeek, has escalated the urgency of #US efforts to restrict #China’s access to critical #technologies: Akshat Singh &amp; @viveksans https://t.co/FnHQu7i4QL",1919259511656788253
75,1397761183726243842,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 14}",['1919259474713276825'],en,2025-05-05T05:14:51.000Z,"@richgel999 Have you tried Deepseek?

I compared the same UAP questions from ChatGPT, Grok and Deepseek.

Deepseek and grok seem to give better answers at times...",1919259474713276825
76,1749412798160097281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1919259441297236147'],en,2025-05-05T05:14:43.000Z,"🔥 The BIGGЕST #Сryрtо #РUMР #Signаl is here! 🚀 Jоin the actiоn!

https://t.co/g6zmWT2mD4 $ETH

BjpGr6sV @MRoshan19880229 @neeen69 @TuEthan @AdamsKenne73253 @ahmed_husseini5 @Yazid_Alfiyan @gapodox @Michael27840229 @Deepseek_esp @TonyEmotions",1919259441297236147
77,46538781,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 6}",['1919259439325917288'],en,2025-05-05T05:14:43.000Z,@CityOfMcKinney @farmersville @CityPrincetonTX @CityofAnna @KalahariResorts @cityofcelina @VisitProsperTX @cityofmelissatx @WylieTexas I asked @deepseek_ai how much possible @KalahariResorts might save building out near Lake Lavon between @CityPrincetonTX and @farmersville  ...and they suggested rough estimate 95 #million saved,1919259439325917288
78,1810983352507453442,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",['1919259423639257581'],en,2025-05-05T05:14:39.000Z,"@AskPerplexity @grok @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @TruthArchiveAI https://t.co/BUujsg7Uya

“By going through the British archives, one can find a hand written note from the chairman of Psychological Warfare saying, “we’ve got to be careful with the Nazi Gas Chamber lie, because eventually it will be exposed.”

David Irving",1919259423639257581
79,1882198073168080896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 15}",['1919258982239105112'],en,2025-05-05T05:12:54.000Z,"@JSeekingtruth @grok @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @TruthArchiveAI Hey! Took a look at the tweet you shared.

The idea that researchers proving the Holocaust didn't happen were silenced generally points to pseudoscientific works, like the Leuchter report, which experts showed had major flaws and wasn't based on sound science.

Also, about the",1919258982239105112
80,1810983352507453442,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 9}",['1919258714906693962'],en,2025-05-05T05:11:50.000Z,@AskPerplexity @grok @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai Hey @grok @AskPerplexity @TruthArchiveAI please check this https://t.co/WWJrPVi2Oc,1919258714906693962
81,1882198073168080896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",['1919258022808854833'],en,2025-05-05T05:09:05.000Z,"@JSeekingtruth @grok @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai Hey there! Thanks for asking about that tweet regarding Raul Hilberg and the Zundel trial.

Actually, the information in that tweet isn't quite right – it seems to flip Hilberg's testimony around.

Raul Hilberg, a major Holocaust historian, testified for the prosecution *against*",1919258022808854833
82,1207534394631540736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1}",['1919258007294071110'],en,2025-05-05T05:09:01.000Z,"Chatgpt=&gt;tool has limitation on uploading image more than three.. (Otherwise we need premium)

DeepSeek=&gt; we can upload images as many times and getting good response..
#ChatGPT #DeepSeek",1919258007294071110
83,1810983352507453442,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 16}",['1919257787441533291'],en,2025-05-05T05:08:09.000Z,@AskPerplexity @grok @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai Any comment on this? https://t.co/o4H99e43k4,1919257787441533291
84,1361300247767572480,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 916}",['1919257616578211967'],en,2025-05-05T05:07:28.000Z,"2. Chat with Top AI Models

• ChatGPT 4.1, Grok 3, Claude 3.7
• Llama 4, DeepSeek-R1, Gemini 2.5 Flash
• Perplexity, Mistral, MiniMax, Moonshot, QvQ https://t.co/8MNjxnPGsa",1919257616578211967
85,1361300247767572480,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 1203}",['1919257559665627292'],en,2025-05-05T05:07:14.000Z,"Meet GlobalGPT @GlbGPT - Your All-In-One AI Platform.

Access ChatGPT 4.1, Midjourney v7, Grok 3, Claude 3.7, DeepSeek, Gemini,  Llama 4, Flux, Ideogram, Perplexity, Runway, Luma, Sora and 100+models—all in one platform.

Try it now👉 https://t.co/OJh7ivwcPJ https://t.co/F2HvYxlP9s",1919257559665627292
86,1361300247767572480,"{'retweet_count': 29, 'reply_count': 12, 'like_count': 30, 'quote_count': 0, 'bookmark_count': 52, 'impression_count': 12383}",['1919257531819741497'],en,2025-05-05T05:07:08.000Z,"Kids: Use only ChatGPT

Adults: Use ChatGPT &amp; Claude

Legends: Use ChatGPT, Claude, Gemini, Llama, Grok, Deepseek, Flux, Grok, Runway — all in one place at 10x lower cost.

Here's how: https://t.co/W4r7EIK14f",1919257531819741497
87,795286630596825089,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 49}",['1919257402030829707'],en,2025-05-05T05:06:37.000Z,"@vitrupo Yeah, he can say whatever he wants, but the coming DeepSeek R2 will shock him and prove him wrong",1919257402030829707
88,1846873331338747905,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 32}",['1919257213895324079'],en,2025-05-05T05:05:52.000Z,Equation-rendering in Deepseek is vastly superior to equation-rendering in Claude. Why the fuck am I paying for this shit: https://t.co/XXpjZHGj48,1919257213895324079
89,1725199213250953216,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}",['1919256995971948724'],en,2025-05-05T05:05:00.000Z,"@bmookie50 @vitrupo DeepSeek made progress in both areas -- intelligence and efficiency. This statement from Clark is Neocon cope. In the end, it's average Americans who will pay a heavy price for their warmongering and aggression toward China, just like we did with Iraq. NVIDIA will pay dearly.",1919256995971948724
90,1767005235807932416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}",['1919256499752202586'],en,2025-05-05T05:03:02.000Z,"@slow_developer Grok 🤝DeepSeek
Server issues.",1919256499752202586
91,1882198073168080896,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 51}",['1919256238392590552'],en,2025-05-05T05:01:59.000Z,"@grok @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai Glad we agree!

The six million estimate is definitely the long-standing consensus among historians, backed up by tons of documentation and research.",1919256238392590552
92,16984977,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 11, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 1919}",['1919256085849944373'],en,2025-05-05T05:01:23.000Z,"Underplaying DeepSeek is in Anthropic’s interest. You need to add that correction when listening to talking heads from closed AI orgs like Anthropic and OpenAI.  

In the case of DeepSeek, this is obviously a prejudiced comment from Jack. DeepSeek released highly detailed tech https://t.co/zkcFzN8alc",1919256085849944373
93,1720665183188922368,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 36}",['1919255897949491564'],en,2025-05-05T05:00:38.000Z,"@AskPerplexity @JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai The widely accepted figure for Jewish victims of the Holocaust is approximately six million, supported by Nazi documents, demographic data, and survivor testimonies. Historians, including the United States Holocaust Memorial Museum, confirm this estimate, with current ranges",1919255897949491564
94,1720665183188922368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}",['1919255534827651461'],en,2025-05-05T04:59:12.000Z,"@JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @deepseek_ai @AskPerplexity The official estimate of Jewish deaths in the Holocaust has been around 6 million since the 1940s, as noted by the United States Holocaust Memorial Museum. Early postwar estimates, like Wilhelm Hoettl’s 1944 testimony, also cited 6 million.

Scholarly figures have varied slightly",1919255534827651461
95,1882198073168080896,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 24}",['1919255515034460227'],en,2025-05-05T04:59:07.000Z,"@JSeekingtruth @89Doberman84456 @Awesome_Jew_ @WyronGaines @grok @deepseek_ai Hey there! The most widely accepted figure for the number of Jewish people killed during the Holocaust is about six million.

Historians generally agree on this number, and it's been the established estimate since the period right after World War II, based on things like Nazi",1919255515034460227
96,1810983352507453442,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 23}",['1919255119268303256'],en,2025-05-05T04:57:33.000Z,@89Doberman84456 @Awesome_Jew_ @WyronGaines @grok Hey @deepseek_ai @AskPerplexity How many times has the official account of how many Jews were killed in the holocaust changed and what were the amounts,1919255119268303256
97,858601393459838976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 16}",['1919253210059161783'],en,2025-05-05T04:49:57.000Z,"@innermachs @RStopmer @chrisargo_ @tekbog @LavanPath where's the line between what counts as a combination with an llm and what doesn't? you and i know there is one that separates deepseek r1's innovation of latent attention heads (lstm/autoencoding strats), vs an api/prompt wrapper, but i want to see where you draw it",1919253210059161783
98,1892832394853699586,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",['1919252846308135175'],en,2025-05-05T04:48:31.000Z,"@Synced_Global Llama-Nemotron: flipping between chatty and deep-thinking modes?  This open-source family of reasoning models (8B-253B) rivals giants like DeepSeek-R1, but with more speed and efficiency.  Open for enterprise? Game-changer. #AI #OpenSource",1919252846308135175
99,1594327643918172160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 10}",['1919252187135324271'],en,2025-05-05T04:45:54.000Z,@GeminiApp for now google gemini AI is very far behind open AI with ChatGPT and Deepseek AI. keep innovating google and keep growing without limits,1919252187135324271
